A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,Class
0.0,0.077744,0.330357,0.0,0.538462,0.375,0.035088,1.0,1.0,0.059701,1.0,0.5,0.04,0.005,1
1.0,0.134135,0.026786,0.5,0.153846,0.375,0.055614,0.0,1.0,0.014925,1.0,0.5,0.2,9e-05,0
1.0,0.733083,0.455357,0.0,0.538462,0.875,0.175439,1.0,0.0,0.0,0.0,0.5,0.056,0.0,0
0.0,0.146617,0.321429,0.5,0.769231,0.375,0.298246,1.0,1.0,0.074627,1.0,0.5,0.06,0.0,1
1.0,0.323308,0.113036,0.5,1.0,0.875,0.131579,1.0,0.0,0.0,1.0,0.5,0.34,0.0,0
0.0,0.64782,0.151786,0.0,0.0,0.0,0.175439,0.0,0.0,0.0,1.0,0.5,0.0,4e-05,0
0.0,0.595188,0.005893,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.031,0.00027,0
1.0,0.412331,0.144286,0.5,0.923077,0.875,0.245614,1.0,1.0,0.119403,0.0,0.5,0.16,0.0,1
1.0,0.427368,0.18,0.5,0.769231,0.875,0.447368,1.0,0.0,0.0,1.0,0.5,0.046,0.0,1
1.0,0.412331,0.044643,0.0,0.615385,0.375,0.008772,0.0,0.0,0.0,0.0,0.5,0.0,0.00195,0
0.0,0.300752,0.026786,0.5,0.230769,0.5,0.035088,1.0,1.0,0.044776,1.0,0.5,0.106,0.0,0
1.0,0.179248,0.446429,0.5,0.923077,0.375,0.042456,1.0,1.0,1.0,1.0,0.5,0.07,0.00258,1
1.0,0.159098,0.236607,0.0,0.076923,0.375,0.192982,1.0,0.0,0.0,1.0,0.0,0.05,0.0,1
1.0,0.14406,0.415179,0.0,0.615385,0.375,0.029298,1.0,0.0,0.0,1.0,0.5,0.08,0.003,1
1.0,0.254436,0.089286,0.5,0.923077,0.875,0.078947,0.0,0.0,0.0,1.0,0.0,0.17,0.0,0
1.0,0.35218,0.142857,0.5,0.538462,0.5,0.175439,1.0,0.0,0.0,1.0,0.0,0.14,0.0,0
1.0,0.18797,0.055,0.5,0.615385,0.375,0.004386,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0
0.0,0.240602,0.02375,0.5,0.615385,0.375,0.008772,0.0,0.0,0.0,1.0,0.5,0.15,0.0,0
0.0,0.139098,0.065536,0.5,0.307692,0.25,0.0,0.0,1.0,0.014925,0.0,0.5,0.1,0.00053,0
1.0,0.052632,0.107143,0.5,0.230769,0.375,0.001404,0.0,0.0,0.0,1.0,0.5,0.08,0.0004,0
1.0,0.233083,0.528214,0.5,0.384615,0.375,0.176842,1.0,1.0,0.074627,1.0,0.5,0.084,0.0,1
0.0,0.223008,0.126429,0.5,0.153846,0.5,0.017544,1.0,0.0,0.0,1.0,0.5,0.0855,0.0,0
1.0,0.313233,0.0,0.5,0.538462,0.375,0.0,0.0,0.0,0.0,0.0,1.0,0.092,0.0,0
1.0,0.145414,0.020893,0.5,0.538462,0.875,0.002982,1.0,0.0,0.0,0.0,0.5,0.09,0.0,0
1.0,0.169173,0.401786,0.5,0.538462,0.375,0.087719,1.0,1.0,0.253731,0.0,0.5,0.1,0.01208,1
0.0,0.075188,0.267857,0.5,0.769231,0.375,0.095088,1.0,1.0,0.074627,0.0,0.5,0.092,0.26726,1
1.0,0.050075,0.008929,0.5,0.769231,0.375,0.011754,0.0,1.0,0.059701,0.0,0.5,0.08,8e-05,0
0.0,0.035038,0.011964,0.5,0.0,0.0,0.0,0.0,1.0,0.014925,0.0,0.5,0.08,0.00126,0
1.0,0.288271,0.089286,0.5,0.384615,0.375,0.061404,0.0,1.0,0.029851,1.0,0.5,0.36,0.0,0
0.0,0.098947,0.357143,0.5,0.538462,0.875,0.035088,1.0,1.0,0.059701,0.0,0.5,0.025,0.01465,1
0.0,0.120301,0.0625,0.0,0.307692,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.08,0.0,0
1.0,0.29203,0.037143,0.5,0.846154,0.875,0.22807,1.0,0.0,0.0,1.0,0.5,0.082,0.31285,1
0.0,0.174135,0.074464,0.5,0.538462,0.875,0.096491,1.0,0.0,0.0,1.0,0.5,0.18,1e-05,0
0.0,0.165414,0.107143,0.5,0.769231,0.875,0.064386,1.0,1.0,0.283582,0.0,0.5,0.0,0.005,1
1.0,0.256842,0.0,0.5,0.615385,0.375,0.04386,1.0,1.0,0.014925,0.0,0.5,0.101,0.0,1
1.0,0.105263,0.181607,0.0,0.307692,0.375,0.010175,0.0,0.0,0.0,0.0,0.5,0.07,0.00184,0
0.0,0.399699,0.290179,0.0,0.230769,0.375,0.005789,0.0,1.0,0.029851,0.0,0.5,0.092,0.00018,0
1.0,0.235639,0.044643,0.5,0.538462,0.875,0.008772,0.0,1.0,0.029851,1.0,0.5,0.2,0.00108,0
1.0,0.408571,0.017857,0.0,0.461538,0.375,0.017544,0.0,0.0,0.0,1.0,0.5,0.065,0.0,0
0.0,0.236842,0.016429,0.5,0.230769,0.375,0.018947,1.0,1.0,0.059701,0.0,0.5,0.19,0.005,1
1.0,0.611579,0.017857,0.0,0.230769,0.875,0.138947,1.0,0.0,0.0,0.0,0.5,0.09,0.00314,1
1.0,0.304511,0.196429,0.0,0.538462,0.375,0.052632,0.0,0.0,0.0,1.0,0.5,0.03,0.0,0
1.0,0.169173,0.428571,0.5,0.230769,0.375,0.078947,1.0,1.0,0.029851,1.0,0.5,0.06,5e-05,0
0.0,0.192932,0.090714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.09,0.0006,0
0.0,0.290677,0.165179,0.5,0.769231,0.875,0.057018,1.0,1.0,0.029851,0.0,0.5,0.0,0.0,1
1.0,0.299549,0.077321,0.5,0.538462,0.375,0.052632,0.0,0.0,0.0,0.0,1.0,0.06,0.0,0
1.0,0.337143,0.196429,0.5,0.153846,0.5,0.175439,0.0,0.0,0.0,0.0,0.5,0.105,0.00687,0
1.0,0.086466,0.010357,0.5,0.230769,0.375,0.010175,0.0,0.0,0.0,0.0,0.5,0.14,0.00364,0
1.0,0.156692,0.03125,0.5,0.769231,0.375,0.162281,1.0,1.0,0.029851,1.0,0.5,0.26,0.02,1
0.0,0.25188,0.232143,0.5,0.538462,0.5,0.140351,1.0,1.0,0.104478,1.0,0.5,0.0,0.03065,1
1.0,0.093985,0.25,0.5,0.538462,0.375,0.017544,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0
1.0,0.174135,0.020714,0.5,0.538462,0.375,0.010175,1.0,1.0,0.104478,1.0,0.5,0.048,0.05124,1
1.0,0.238045,0.169643,0.5,0.461538,0.375,0.070175,0.0,1.0,0.014925,1.0,0.5,0.23,0.00068,0
1.0,0.442406,0.080357,0.5,0.153846,0.5,0.026316,1.0,0.0,0.0,0.0,0.5,0.28,0.0,0
1.0,0.225564,0.041607,0.5,0.230769,0.375,0.017544,1.0,0.0,0.0,0.0,0.0,0.14,0.0,0
1.0,0.26797,0.107143,0.0,0.153846,0.5,0.245614,0.0,0.0,0.0,0.0,0.5,0.0,1e-05,0
1.0,0.097744,0.355714,0.5,0.692308,0.125,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1
1.0,0.469925,0.303571,0.5,0.923077,0.875,0.491228,1.0,1.0,0.014925,1.0,0.5,0.044,0.02,1
0.0,0.136541,0.081786,0.5,0.769231,0.875,0.080351,1.0,1.0,0.104478,1.0,0.5,0.07,0.02384,1
0.0,0.10406,0.107143,0.5,0.769231,0.375,0.005789,1.0,1.0,0.044776,0.0,0.5,0.05,6e-05,1
1.0,0.211729,0.053571,0.5,0.615385,0.375,0.078947,0.0,1.0,0.014925,1.0,0.5,0.05,3e-05,0
1.0,0.408571,0.080357,0.0,1.0,0.875,0.350877,1.0,0.0,0.0,1.0,0.5,0.088,0.0,0
1.0,0.641654,1.0,0.0,0.538462,0.375,1.0,1.0,1.0,0.597015,0.0,0.5,0.0,0.00015,1
0.0,0.756842,0.005893,0.5,0.0,0.0,0.0,1.0,1.0,0.014925,0.0,0.5,0.116,0.001,1
0.0,0.130376,0.401786,0.0,1.0,0.875,0.026316,1.0,1.0,0.059701,0.0,0.5,0.0,0.00321,1
0.0,0.159098,0.089286,0.0,0.153846,0.5,0.157895,0.0,0.0,0.0,0.0,0.5,0.1,0.00456,0
0.0,0.838346,0.214286,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.328271,0.026786,0.5,0.230769,0.375,0.052632,0.0,0.0,0.0,1.0,0.5,0.1155,0.0,0
1.0,0.52,0.428571,0.5,0.461538,0.375,0.561404,1.0,0.0,0.0,0.0,0.0,0.055,0.0,1
0.0,0.215489,0.535714,0.0,0.692308,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.13212,1
1.0,0.322105,0.089286,0.5,0.230769,0.375,0.157895,1.0,1.0,0.104478,0.0,0.5,0.075,0.0127,1
1.0,0.537594,0.270893,0.5,0.153846,0.5,0.26614,1.0,1.0,0.223881,1.0,0.5,0.0,0.05,1
1.0,1.0,0.196429,0.5,0.538462,0.375,0.018947,1.0,0.0,0.0,0.0,0.5,0.0,0.0034,0
1.0,0.233083,0.464286,0.5,0.076923,0.875,0.017544,0.0,0.0,0.0,0.0,0.5,0.114,0.0,0
0.0,0.047669,0.017857,0.5,0.153846,0.375,0.005789,0.0,1.0,0.089552,1.0,0.5,0.12,0.00035,0
0.0,0.033835,0.005893,0.5,0.384615,0.375,0.035088,0.0,1.0,0.029851,1.0,0.5,0.16,1e-05,0
1.0,0.696692,0.517857,0.5,0.0,0.0,0.631579,1.0,1.0,0.223881,1.0,0.5,0.0,0.01,1
1.0,0.214286,0.071429,0.5,0.230769,0.875,0.14614,1.0,1.0,0.029851,1.0,0.5,0.0905,0.0,1
1.0,0.417293,0.055,0.5,0.153846,0.5,0.122807,0.0,0.0,0.0,0.0,0.5,0.108,0.0,1
1.0,0.155338,0.321429,0.5,0.384615,0.375,0.008772,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0
1.0,0.161654,0.47625,0.0,0.384615,0.375,0.001404,0.0,0.0,0.0,1.0,0.5,0.06,0.00475,0
1.0,0.315789,0.535714,0.5,0.846154,0.75,0.188596,1.0,1.0,0.134328,1.0,0.5,0.0,0.00134,1
1.0,0.299549,0.044643,0.5,0.615385,0.375,0.040877,0.0,0.0,0.0,0.0,0.5,0.06,0.0,0
0.0,0.407218,0.357143,0.5,0.769231,0.875,0.061404,1.0,0.0,0.0,0.0,0.5,0.0145,0.00837,1
1.0,0.100301,0.065536,0.5,0.538462,0.375,0.078947,1.0,1.0,0.014925,0.0,0.5,0.05,0.0015,1
1.0,0.357143,0.040179,0.0,0.076923,0.375,0.052632,0.0,0.0,0.0,1.0,0.5,0.2155,0.0,1
1.0,0.522556,0.151786,0.5,0.461538,0.375,0.004386,1.0,0.0,0.0,1.0,0.5,0.1125,0.0,1
1.0,0.139098,0.026786,0.5,0.461538,0.375,0.017544,0.0,0.0,0.0,1.0,0.0,0.16,0.0,0
1.0,0.319549,0.120536,0.5,0.538462,0.875,0.290877,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0
1.0,0.038797,0.098214,0.5,0.384615,0.375,0.023333,0.0,1.0,0.014925,0.0,0.5,0.04,0.00021,0
1.0,0.134135,0.375,0.5,0.769231,0.875,0.046842,1.0,0.0,0.0,0.0,0.5,0.05,0.0,1
0.0,0.120301,0.419643,0.5,0.538462,0.375,0.008772,0.0,0.0,0.0,1.0,0.5,0.09,0.0,0
0.0,0.170376,0.090714,0.0,0.384615,0.375,0.008772,1.0,0.0,0.0,1.0,0.5,0.185,0.0,1
1.0,0.339549,0.075893,0.0,0.615385,0.375,0.002982,1.0,1.0,0.014925,0.0,0.5,0.025,0.01187,1
0.0,0.223008,0.133929,0.5,0.538462,0.375,0.008772,0.0,1.0,0.014925,1.0,0.5,0.02,0.00154,0
1.0,0.126617,0.433036,0.5,0.538462,0.375,0.117018,0.0,1.0,0.029851,1.0,0.5,0.09,0.00173,0
1.0,0.307068,0.055,0.5,0.923077,0.375,0.054035,1.0,1.0,0.014925,1.0,0.5,0.26,0.5,1
1.0,0.319549,0.089286,0.5,0.153846,0.375,0.035088,0.0,0.0,0.0,1.0,0.5,0.105,0.0,0
1.0,0.223008,0.129464,0.5,0.384615,0.375,0.008772,0.0,0.0,0.0,1.0,0.5,0.05,0.0,0
0.0,0.081504,0.193393,0.5,0.153846,0.875,0.010175,0.0,0.0,0.0,0.0,0.5,0.04,0.00484,0
1.0,0.142857,0.035714,0.5,0.538462,0.375,0.029298,1.0,0.0,0.0,0.0,0.0,0.15,0.0,1
1.0,0.041353,0.004464,0.5,0.538462,0.375,0.005789,0.0,0.0,0.0,0.0,0.5,0.066,0.0,0
0.0,0.095188,0.004464,0.5,0.769231,0.375,0.035088,0.0,1.0,0.014925,0.0,0.5,0.12,0.00768,1
1.0,0.129023,0.392857,0.5,0.615385,0.375,0.070175,1.0,1.0,0.014925,0.0,0.5,0.04,0.00278,1
1.0,0.304511,0.181607,0.0,0.153846,0.5,0.03807,0.0,0.0,0.0,1.0,0.5,0.24,0.0,0
0.0,0.651579,0.011964,0.5,0.153846,0.5,0.035088,1.0,0.0,0.0,1.0,0.5,0.126,0.02197,0
1.0,0.037594,0.029821,0.5,0.461538,0.375,0.002982,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0
1.0,0.286917,0.089286,0.5,0.923077,0.875,0.096491,1.0,1.0,0.089552,0.0,0.5,0.08,0.02072,1
1.0,0.518797,0.895893,0.5,0.615385,0.375,0.061404,1.0,1.0,0.044776,0.0,0.5,0.06,0.00014,1
1.0,0.307068,0.098214,0.5,0.153846,0.5,0.087719,0.0,0.0,0.0,1.0,0.5,0.116,0.002,0
1.0,0.068872,0.043214,0.0,0.692308,0.125,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0
1.0,0.458647,0.017857,0.5,0.461538,0.375,0.377193,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0
1.0,0.378496,0.0625,0.5,0.230769,0.375,0.017544,0.0,0.0,0.0,1.0,0.5,0.15,2e-05,0
1.0,0.26812,0.026786,0.0,0.384615,0.375,0.122807,0.0,0.0,0.0,1.0,0.5,0.16,0.0,0
1.0,0.170376,0.061071,0.5,1.0,0.375,0.058421,1.0,1.0,0.014925,1.0,0.5,0.1975,0.0002,1
1.0,0.776992,0.392857,0.5,0.692308,1.0,0.701754,1.0,1.0,0.104478,1.0,0.5,0.011,0.0,1
1.0,0.414737,0.0,0.5,0.538462,0.5,0.526316,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1
1.0,0.263158,0.040179,0.5,0.0,0.0,0.0,0.0,1.0,0.014925,0.0,0.5,0.048,0.00019,0
0.0,0.345865,0.168214,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.08,0.0,0
1.0,0.279398,0.267857,0.5,0.692308,0.5,0.055614,1.0,0.0,0.0,1.0,0.0,0.21,0.0,0
0.0,0.273233,0.111607,0.5,0.0,0.0,0.106667,0.0,1.0,0.029851,1.0,0.5,0.1,4e-05,0
1.0,0.166617,0.098214,0.5,0.538462,0.375,0.078947,1.0,1.0,0.089552,0.0,0.5,0.092,0.006,1
1.0,0.122857,0.019286,0.0,1.0,0.375,0.001404,1.0,1.0,0.014925,1.0,0.5,0.42,0.00059,1
1.0,0.308271,0.107143,0.5,0.923077,0.875,0.260175,1.0,0.0,0.0,1.0,0.5,0.0,0.0,1
1.0,0.572632,0.107143,0.0,0.0,0.0,0.052632,0.0,0.0,0.0,0.0,0.5,0.09,4e-05,0
0.0,0.26797,0.053571,0.5,0.0,0.0,0.0,0.0,1.0,0.029851,1.0,0.5,0.1,0.00105,0
1.0,0.370977,0.025179,0.5,0.538462,0.375,0.013158,0.0,1.0,0.029851,0.0,0.5,0.1125,0.005,0
1.0,0.382256,0.061071,0.5,1.0,0.375,0.004386,1.0,1.0,0.074627,1.0,0.5,0.24,0.0,1
1.0,0.066466,0.087857,0.5,0.538462,0.75,0.033684,0.0,1.0,0.029851,1.0,0.5,0.08,0.00587,0
1.0,0.379699,0.178571,0.5,0.923077,0.375,0.122807,1.0,1.0,0.149254,1.0,0.5,0.0,0.0,1
1.0,0.093985,0.394464,0.5,0.538462,0.375,0.070175,0.0,0.0,0.0,1.0,0.5,0.068,0.0,0
1.0,0.285714,0.083393,0.5,0.076923,0.875,0.201754,0.0,0.0,0.0,1.0,0.5,0.146,0.0,0
1.0,0.072632,0.203929,0.5,0.076923,0.375,0.018947,0.0,0.0,0.0,0.0,0.5,0.06,0.0,0
0.0,0.031278,0.272321,0.5,0.769231,0.375,0.004386,0.0,1.0,0.014925,1.0,0.5,0.0,0.0016,0
1.0,0.384662,0.209821,0.5,0.923077,0.875,0.350877,1.0,1.0,0.208955,1.0,0.5,0.1995,0.0,1
0.0,0.087669,0.02375,0.5,0.615385,0.375,0.058421,0.0,0.0,0.0,0.0,0.5,0.11,5e-05,0
1.0,0.113985,0.375,0.5,0.538462,0.375,0.105263,1.0,0.0,0.0,1.0,0.5,0.0,0.0,1
0.0,0.134135,0.026786,0.5,0.538462,0.375,0.070175,0.0,1.0,0.029851,1.0,0.5,0.1,0.00394,0
1.0,0.179248,0.116071,0.5,0.538462,0.875,0.080351,0.0,1.0,0.014925,1.0,0.5,0.208,0.00021,0
1.0,0.110226,0.360179,0.0,0.692308,0.875,0.04386,0.0,0.0,0.0,0.0,0.5,0.13,0.0,0
0.0,0.530075,0.053571,0.5,0.307692,0.25,0.0,1.0,0.0,0.0,1.0,0.5,0.05,0.00027,0
1.0,0.10406,0.188929,0.5,0.769231,0.375,0.013158,1.0,1.0,0.014925,0.0,0.5,0.08,0.0,0
0.0,0.089023,0.0075,0.5,0.769231,0.875,0.010175,1.0,1.0,0.164179,0.0,0.5,0.04,0.00099,1
1.0,0.121504,0.008929,0.5,0.076923,0.875,0.023333,1.0,0.0,0.0,1.0,0.5,0.0,0.0,1
1.0,0.196692,0.019286,0.5,0.230769,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0
0.0,0.373383,0.178571,0.5,0.923077,0.375,0.473684,1.0,0.0,0.0,1.0,0.5,0.49,0.0,0
0.0,0.546316,0.447857,0.5,0.384615,0.375,0.080351,1.0,1.0,0.044776,1.0,0.5,0.078,0.0,1
0.0,0.030075,0.013393,0.5,0.538462,0.375,0.035088,0.0,0.0,0.0,0.0,0.5,0.06,0.00018,0
0.0,0.161654,0.455357,0.5,0.538462,0.5,0.166667,1.0,1.0,0.029851,0.0,0.5,0.0365,0.00444,1
1.0,0.109023,0.171071,0.0,0.615385,0.375,0.078947,1.0,1.0,0.014925,1.0,0.5,0.04,0.003,1
1.0,0.125263,0.392857,0.5,0.923077,0.375,0.023333,1.0,0.0,0.0,0.0,0.5,0.05,0.0,1
1.0,0.613985,0.33625,0.5,0.0,0.0,0.505789,1.0,1.0,0.164179,1.0,0.5,0.015,0.003,1
1.0,0.065113,0.196429,0.5,0.230769,0.375,0.017544,1.0,0.0,0.0,0.0,0.5,0.04,0.0,1
1.0,0.344662,0.157679,0.0,0.230769,0.375,0.008772,1.0,1.0,0.149254,1.0,0.5,0.16,0.0,1
1.0,0.367218,0.361607,0.5,1.0,0.375,0.087719,1.0,1.0,0.089552,0.0,0.5,0.26,0.00196,1
1.0,0.121504,0.055,0.5,0.230769,0.375,0.002982,0.0,0.0,0.0,1.0,0.5,0.178,0.0,0
0.0,0.573985,0.232143,0.5,0.153846,0.5,0.108246,0.0,0.0,0.0,1.0,0.5,0.0365,0.0,0
1.0,0.126617,0.080357,0.5,0.153846,0.375,0.004386,0.0,0.0,0.0,0.0,0.5,0.08,1e-04,0
1.0,0.581504,0.053571,0.5,0.076923,0.375,0.131579,0.0,0.0,0.0,1.0,0.5,0.0,0.0035,0
0.0,0.709323,0.178571,0.5,0.384615,0.375,0.140351,1.0,1.0,0.059701,0.0,0.5,0.0,0.00099,1
1.0,0.096541,0.200893,0.5,0.615385,0.375,0.06,1.0,0.0,0.0,0.0,0.0,0.06,0.0,1
1.0,0.142857,0.142857,0.5,0.538462,0.5,0.008772,1.0,0.0,0.0,1.0,0.5,0.08,0.0,1
1.0,0.337143,0.015,0.0,0.615385,0.375,0.010175,0.0,0.0,0.0,1.0,0.5,0.1545,2e-05,0
0.0,0.428571,0.0625,0.0,0.538462,0.375,0.0,0.0,0.0,0.0,1.0,0.5,0.075,1e-05,0
1.0,0.14782,0.029821,0.5,0.153846,0.875,0.002982,0.0,0.0,0.0,1.0,0.5,0.11,5e-05,0
0.0,0.334586,0.035714,0.5,0.538462,0.375,0.070175,1.0,1.0,0.164179,0.0,0.5,0.0,0.00456,1
1.0,0.388421,0.178571,0.5,0.0,0.0,0.0,0.0,1.0,0.029851,0.0,0.5,0.0085,1e-05,0
0.0,0.076391,0.157679,0.0,0.538462,0.875,0.105263,1.0,0.0,0.0,0.0,0.5,0.12,0.0,1
1.0,0.203008,0.022321,0.5,0.384615,0.375,0.015965,1.0,0.0,0.0,1.0,0.5,0.1,0.0,0
1.0,0.280752,0.107143,0.5,0.076923,0.375,0.005789,0.0,0.0,0.0,1.0,0.5,0.06,0.0,0
1.0,0.085263,0.053571,0.0,0.923077,0.375,0.070175,1.0,0.0,0.0,1.0,0.5,0.05,0.0002,0
0.0,0.132782,0.383929,0.5,0.769231,0.375,0.014561,1.0,1.0,0.074627,1.0,0.5,0.0,0.0056,1
