CYP1A2_KNeighborsClassifier,CYP1A2_NNClassifier,CYP1A2_RandomForestClassifier,CYP1A2_SVC
0.07673469387755102,0.2304993552384767,0.23537414965986395,0.23537414965986395
0.07673469387755102,0.2304993552384767,0.23537414965986395,0.23537414965986395
0.07673469387755102,0.2304993552384767,0.23537414965986395,0.23537414965986395
0.07673469387755102,0.2304993552384767,0.23537414965986395,0.23537414965986395
0.07673469387755102,0.2304993552384767,0.23537414965986395,0.23537414965986395
0.07673469387755102,0.2304993552384767,0.23537414965986395,0.23537414965986395
0.08055613449821761,0.2304993552384767,0.23381810090662264,0.23377725693260243
0.14424681150932717,0.2304993552384767,0.20788395501926837,0.20716237814491095
0.2028422343595478,0.2304993552384767,0.18402454080290248,0.1826766896602349
0.2028422343595478,0.2304993552384767,0.18402454080290248,0.1826766896602349
0.2028422343595478,0.2304993552384767,0.18402454080290248,0.1826766896602349
0.2028422343595478,0.2304993552384767,0.18402454080290248,0.1826766896602349
0.2028422343595478,0.2304993552384767,0.18402454080290248,0.1826766896602349
0.2028422343595478,0.2304993552384767,0.18402454080290248,0.1826766896602349
0.20268135919867264,0.2304993552384767,0.1836732154515771,0.1827075646911099
0.20153225090670718,0.2304993552384767,0.18116374865639606,0.18292810062593157
0.19908744694785047,0.2304993552384767,0.17784466429233398,0.18251230520831646
0.18984024073781475,0.2304993552384767,0.17027508769164665,0.1787557701904084
0.1822575316455855,0.2304993552384767,0.16406803487908306,0.17567541147572377
0.1822575316455855,0.2304993552384767,0.16406803487908306,0.17567541147572377
0.1822575316455855,0.2304993552384767,0.16406803487908306,0.17567541147572377
0.1822575316455855,0.2304993552384767,0.16406803487908306,0.17567541147572377
0.1822575316455855,0.2304993552384767,0.16406803487908306,0.17567541147572377
0.1822575316455855,0.2304993552384767,0.16406803487908306,0.17567541147572377
0.1825700883836619,0.2304993552384767,0.1643287007336487,0.1756776463276208
0.18387240812564692,0.2304993552384767,0.1654148084610055,0.1756869582105252
0.18517626283625582,0.22998519309829826,0.1662801082788208,0.17598800493852762
0.1864844863037171,0.2280076464053044,0.16651695481563322,0.17711937391796265
0.18742640720028933,0.22599389295667746,0.16668748432213817,0.1779339595831559
0.18742640720028933,0.22388703642213698,0.16668748432213817,0.1779339595831559
0.18742640720028933,0.22218095927648243,0.16668748432213817,0.1779339595831559
0.18742640720028933,0.2214100340382285,0.16668748432213817,0.1779339595831559
0.1870359648765944,0.22036986349070928,0.16683566521281426,0.1771589365131097
0.1858158326150477,0.21875754666100114,0.167298730496177,0.17473698941921534
0.1853148224600613,0.21759393527859613,0.16792685482707512,0.1729282184618783
0.18620975521780966,0.2173013403527207,0.16887538789730674,0.17230973059315263
0.1867825121827686,0.21691091299833137,0.16948244906225496,0.17191389835716822
0.1867825121827686,0.21634656132658403,0.16948244906225496,0.17191389835716822
0.18636249046457243,0.21560689319775989,0.16937795585431345,0.17153075659471612
0.1852571701535299,0.21458118242844199,0.16910297372815167,0.17052248879878953
0.1849653552812304,0.2134443083794629,0.16969882744191495,0.1703571306609481
0.18589379856704538,0.21214068941099215,0.1716009349155658,0.17145613701023454
0.18628500230886388,0.21093237536986525,0.1725513256924931,0.17174451061326396
0.18593430382325868,0.2098556728950703,0.17218744103108777,0.17091343899527173
0.18573791267131975,0.20955832237657468,0.17198366562070078,0.1704480388891961
0.18573791267131975,0.21025287434791456,0.17198366562070078,0.1704480388891961
0.18652548138885539,0.2106279324124381,0.17285327274631304,0.17119458840269342
0.18823758729654153,0.2106279324124381,0.17474372301938315,0.17281752212768758
0.1895415261889627,0.20922291857016256,0.17633381895939343,0.17360116046758314
0.19040328414818025,0.20629580639875522,0.17759853103858889,0.1734755621402886
0.19065982334038872,0.20483225031305158,0.17758374186393458,0.1733811642593378
0.19031114376558825,0.20483225031305158,0.17628945143543046,0.17331796682473077
0.1902604268617456,0.20483225031305158,0.17549031209174865,0.17330465875980278
0.1904847524234025,0.20483225031305158,0.17514823528790271,0.17333740242073234
0.19058794218176467,0.20515464935175354,0.1749908799581336,0.17335246450475994
0.19058794218176467,0.20575168460860907,0.1749908799581336,0.17335246450475994
0.19043331175202252,0.20540235730679587,0.175233082553933,0.17334423729987014
0.19015718598462583,0.20430945942317152,0.175665587189289,0.17332954586256696
0.19021801671066635,0.20282739466698016,0.175715253602979,0.17307820773522004
0.19052285041471312,0.20106351941686093,0.17548769233891073,0.17265550476335859
0.1911753914749943,0.20035796931681324,0.17546586122055463,0.17235238481357298
0.1920597374394318,0.20035796931681324,0.17558118353267327,0.17212898687850453
0.19212200683744568,0.19958635705611244,0.17534568179567095,0.17214052902332874
0.1916804228560387,0.19834182115175622,0.17489515886727194,0.17229606670099032
0.1913645679024225,0.19819821468297708,0.17437381373375063,0.17260253068938866
0.1911194355269386,0.19867388102170996,0.17381263110984804,0.17299389072757645
0.1907360719454092,0.1984088787664206,0.17328770207379735,0.17317977045815652
0.19028149834864422,0.1977623199626956,0.17278144912845822,0.17325979669693864
0.19053565828439845,0.19755542114550362,0.1725118668737547,0.17342590597223845
0.19112333988251465,0.19755542114550362,0.17235365906170313,0.1736325249117819
0.19201411935712084,0.19755542114550362,0.17281949860259985,0.17422917159854806
0.19303479792165137,0.19755542114550362,0.1735527870090458,0.174992973034124
0.19388635807024573,0.1969302293397739,0.17422064437456228,0.17550073828530702
0.19467214994597606,0.19606190738737145,0.17486305633527283,0.1759089339092261
0.19487645583366595,0.1950642130579195,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.1940210635689637,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.1937707076916143,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.1937707076916143,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.1937707076916143,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.1937707076916143,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.1937707076916143,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.1937707076916143,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.19319524220859804,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.192493455034188,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.19183434350807774,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.1911833606768817,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.19109222308051427,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.19109222308051427,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.19109222308051427,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.19109222308051427,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.19109222308051427,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.19109222308051427,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.1911815455915821,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.1912786352775254,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.19114437670876516,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.1909953512301302,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.19098939021098482,0.17503008344505758,0.17601506477144507
0.19487645583366595,0.19098939021098482,0.17503008344505758,0.17601506477144507
0.2034297734806306,0.19095265181738702,0.18302464690905423,0.1821334763678378
0.2121576486305945,0.19091516366065464,0.19118236472945888,0.188376753507014
